Symbol,Settings,Date,Open,High,Low,Close,Volume
ZQQ,Ex:TSE | Src:Google,2024-02-29,126.550,127.030,125.810,126.890,28251
ZQQ,Ex:TSE | Src:Google,2024-03-01,127.000,128.940,127.000,128.740,59217
ZQQ,Ex:TSE | Src:Google,2024-03-04,128.700,128.800,128.190,128.200,24106
ZQQ,Ex:TSE | Src:Google,2024-03-05,127.350,127.350,125.230,125.880,69749
ZQQ,Ex:TSE | Src:Google,2024-03-06,127.090,127.520,126.200,126.740,55360
ZQQ,Ex:TSE | Src:Google,2024-03-07,127.830,128.950,127.760,128.720,82398
ZQQ,Ex:TSE | Src:Google,2024-03-08,128.730,129.380,126.580,126.820,47790
ZQQ,Ex:TSE | Src:Google,2024-03-11,126.370,126.610,125.780,126.220,45176
ZQQ,Ex:TSE | Src:Google,2024-03-12,126.930,128.150,126.120,128.120,58386
ZQQ,Ex:TSE | Src:Google,2024-03-13,127.780,127.780,126.850,127.060,25544
ZQQ,Ex:TSE | Src:Google,2024-03-14,127.480,127.480,126.000,126.630,29447
ZQQ,Ex:TSE | Src:Google,2024-03-15,125.930,126.040,124.970,125.270,41131
ZQQ,Ex:TSE | Src:Google,2024-03-18,126.860,127.430,126.440,126.440,39673
ZQQ,Ex:TSE | Src:Google,2024-03-19,125.850,126.860,125.380,126.790,28156
ZQQ,Ex:TSE | Src:Google,2024-03-20,127.180,128.350,126.650,128.190,39104
ZQQ,Ex:TSE | Src:Google,2024-03-21,129.710,129.870,128.880,128.890,24293
ZQQ,Ex:TSE | Src:Google,2024-03-22,128.710,129.180,128.510,129.100,30667
ZQQ,Ex:TSE | Src:Google,2024-03-25,128.150,128.920,127.980,128.590,13512
ZQQ,Ex:TSE | Src:Google,2024-03-26,128.930,129.190,128.090,128.120,31758
ZQQ,Ex:TSE | Src:Google,2024-03-27,129.000,129.020,127.810,128.560,47870
ZQQ,Ex:TSE | Src:Google,2024-03-28,128.600,128.670,128.240,128.490,23575
ZQQ,Ex:TSE | Src:Google,2024-04-01,128.660,129.300,128.100,128.630,29860
ZQQ,Ex:TSE | Src:Google,2024-04-02,127.250,127.540,126.650,127.410,33645
ZQQ,Ex:TSE | Src:Google,2024-04-03,126.820,128.240,126.820,127.710,34641
ZQQ,Ex:TSE | Src:Google,2024-04-04,129.030,129.100,125.760,125.760,46706
ZQQ,Ex:TSE | Src:Google,2024-04-05,126.190,128.000,126.040,127.380,44373
ZQQ,Ex:TSE | Src:Google,2024-04-08,127.560,127.820,127.000,127.290,17628
ZQQ,Ex:TSE | Src:Google,2024-04-09,127.980,128.030,126.550,127.680,42741
ZQQ,Ex:TSE | Src:Google,2024-04-10,126.200,126.860,126.060,126.730,58105
ZQQ,Ex:TSE | Src:Google,2024-04-11,127.160,128.950,126.550,128.790,70877
ZQQ,Ex:TSE | Src:Google,2024-04-12,127.380,127.700,126.200,126.610,37211
ZQQ,Ex:TSE | Src:Google,2024-04-15,127.700,127.700,124.210,124.460,59779
ZQQ,Ex:TSE | Src:Google,2024-04-16,124.310,125.080,124.160,124.500,25515
ZQQ,Ex:TSE | Src:Google,2024-04-17,125.030,125.030,122.800,123.060,31864
ZQQ,Ex:TSE | Src:Google,2024-04-18,123.110,123.590,122.080,122.220,36298
ZQQ,Ex:TSE | Src:Google,2024-04-19,121.870,122.000,119.180,119.580,54057
ZQQ,Ex:TSE | Src:Google,2024-04-22,120.410,121.440,119.580,120.790,41807
ZQQ,Ex:TSE | Src:Google,2024-04-23,121.470,122.990,121.420,122.720,35898
ZQQ,Ex:TSE | Src:Google,2024-04-24,123.580,123.990,122.450,123.140,21303
ZQQ,Ex:TSE | Src:Google,2024-04-25,120.980,122.760,120.660,122.500,21376
ZQQ,Ex:TSE | Src:Google,2024-04-26,123.430,124.760,123.340,124.520,24482
ZQQ,Ex:TSE | Src:Google,2024-04-29,125.040,125.150,124.290,124.960,18792
ZQQ,Ex:TSE | Src:Google,2024-04-30,124.490,124.820,122.590,122.590,19206
ZQQ,Ex:TSE | Src:Google,2024-05-01,122.000,124.100,121.460,121.760,49049
ZQQ,Ex:TSE | Src:Google,2024-05-02,122.760,123.380,121.500,123.140,20896
ZQQ,Ex:TSE | Src:Google,2024-05-03,125.340,125.880,124.940,125.630,43291
ZQQ,Ex:TSE | Src:Google,2024-05-06,126.140,127.010,126.050,127.010,29911
ZQQ,Ex:TSE | Src:Google,2024-05-07,127.110,127.500,126.950,127.040,35832
ZQQ,Ex:TSE | Src:Google,2024-05-08,126.300,127.250,126.250,127.050,18193
ZQQ,Ex:TSE | Src:Google,2024-05-09,127.040,127.380,126.500,127.190,17424
ZQQ,Ex:TSE | Src:Google,2024-05-10,127.620,128.110,127.130,127.590,16102
ZQQ,Ex:TSE | Src:Google,2024-05-13,128.040,128.040,127.550,127.830,16994
ZQQ,Ex:TSE | Src:Google,2024-05-14,127.670,128.760,127.670,128.680,28199
ZQQ,Ex:TSE | Src:Google,2024-05-15,129.270,130.650,128.950,130.560,36976
ZQQ,Ex:TSE | Src:Google,2024-05-16,130.550,131.050,130.270,130.300,18145
ZQQ,Ex:TSE | Src:Google,2024-05-17,130.390,130.460,129.790,130.220,18383
ZQQ,Ex:TSE | Src:Google,2024-05-21,130.620,131.460,130.580,131.390,12131
ZQQ,Ex:TSE | Src:Google,2024-05-22,131.480,131.680,130.670,131.280,16768
ZQQ,Ex:TSE | Src:Google,2024-05-23,132.680,132.770,130.390,130.880,39424
ZQQ,Ex:TSE | Src:Google,2024-05-24,131.290,132.390,131.150,132.090,23440
ZQQ,Ex:TSE | Src:Google,2024-05-27,132.340,132.760,132.080,132.760,10870
ZQQ,Ex:TSE | Src:Google,2024-05-28,132.360,132.520,131.730,132.520,34135
ZQQ,Ex:TSE | Src:Google,2024-05-29,131.280,132.090,131.280,131.530,33442
ZQQ,Ex:TSE | Src:Google,2024-05-30,131.310,131.310,129.850,130.200,14894
ZQQ,Ex:TSE | Src:Google,2024-05-31,130.360,130.360,127.780,130.000,40665
ZQQ,Ex:TSE | Src:Google,2024-06-03,131.030,131.270,129.180,130.500,44158
ZQQ,Ex:TSE | Src:Google,2024-06-04,130.560,131.250,130.100,130.930,29888
ZQQ,Ex:TSE | Src:Google,2024-06-05,131.990,133.590,131.710,133.580,100215
ZQQ,Ex:TSE | Src:Google,2024-06-06,133.800,133.870,133.330,133.540,40438
ZQQ,Ex:TSE | Src:Google,2024-06-07,133.350,134.260,133.180,133.470,32797
ZQQ,Ex:TSE | Src:Google,2024-06-10,133.120,134.010,133.060,133.970,12873
ZQQ,Ex:TSE | Src:Google,2024-06-11,133.570,134.920,133.350,134.920,24743
ZQQ,Ex:TSE | Src:Google,2024-06-12,136.020,137.300,136.020,136.680,62903
ZQQ,Ex:TSE | Src:Google,2024-06-13,137.600,137.860,136.950,137.500,28632
ZQQ,Ex:TSE | Src:Google,2024-06-14,137.360,138.130,137.310,138.130,27356
ZQQ,Ex:TSE | Src:Google,2024-06-17,138.150,140.310,138.000,139.800,39113
ZQQ,Ex:TSE | Src:Google,2024-06-18,139.800,140.040,139.430,139.830,46577
