Symbol,Settings,Date,Open,High,Low,Close,Volume
HND,Ex:TSE | Src:Google,2025-01-13,9.090,9.440,8.800,9.090,2848609
HND,Ex:TSE | Src:Google,2025-01-14,9.570,9.610,8.870,9.020,2962726
HND,Ex:TSE | Src:Google,2025-01-15,8.750,8.910,8.190,8.240,3308726
HND,Ex:TSE | Src:Google,2025-01-16,8.310,8.630,7.380,7.490,4076177
HND,Ex:TSE | Src:Google,2025-01-17,8.440,8.670,8.150,8.610,3787257
HND,Ex:TSE | Src:Google,2025-01-20,8.880,8.990,8.690,8.780,1433034
HND,Ex:TSE | Src:Google,2025-01-21,8.900,9.280,8.800,9.140,2235855
HND,Ex:TSE | Src:Google,2025-01-22,9.020,9.080,8.250,8.300,2884818
HND,Ex:TSE | Src:Google,2025-01-23,8.110,8.800,7.990,8.560,3576782
HND,Ex:TSE | Src:Google,2025-01-24,8.910,9.130,8.510,8.700,3566100
HND,Ex:TSE | Src:Google,2025-01-27,9.530,9.970,9.480,9.630,3674344
HND,Ex:TSE | Src:Google,2025-01-28,10.240,10.620,9.950,10.620,3254392
HND,Ex:TSE | Src:Google,2025-01-29,10.100,10.520,9.890,10.010,3181381
HND,Ex:TSE | Src:Google,2025-01-30,10.300,10.880,10.130,10.770,3563367
HND,Ex:TSE | Src:Google,2025-01-31,11.010,11.130,10.600,10.690,2115703
HND,Ex:TSE | Src:Google,2025-02-03,9.000,9.060,8.270,8.690,5151124
HND,Ex:TSE | Src:Google,2025-02-04,9.520,9.560,8.830,9.260,4954985
HND,Ex:TSE | Src:Google,2025-02-05,9.370,9.380,8.470,8.490,3916700
HND,Ex:TSE | Src:Google,2025-02-06,8.750,8.820,8.180,8.390,3699453
HND,Ex:TSE | Src:Google,2025-02-07,8.500,8.810,8.330,8.750,2524718
HND,Ex:TSE | Src:Google,2025-02-10,8.430,8.530,7.840,8.020,3127351
HND,Ex:TSE | Src:Google,2025-02-11,7.620,7.760,7.460,7.710,3140886
HND,Ex:TSE | Src:Google,2025-02-12,7.540,7.810,7.430,7.520,2700225
HND,Ex:TSE | Src:Google,2025-02-13,7.020,7.390,6.690,7.300,4662792
HND,Ex:TSE | Src:Google,2025-02-14,6.960,6.980,6.680,6.920,3856291
HND,Ex:TSE | Src:Google,2025-02-18,6.950,7.030,5.930,6.000,5954966
HND,Ex:TSE | Src:Google,2025-02-19,5.570,5.580,5.050,5.100,6821600
HND,Ex:TSE | Src:Google,2025-02-20,5.500,5.760,5.470,5.500,5145638
HND,Ex:TSE | Src:Google,2025-02-21,5.180,5.450,4.950,5.330,5825392
HND,Ex:TSE | Src:Google,2025-02-24,5.830,5.940,5.720,5.740,4609215
HND,Ex:TSE | Src:Google,2025-02-25,5.700,5.800,5.350,5.450,2985415
HND,Ex:TSE | Src:Google,2025-02-26,5.640,5.850,5.620,5.720,3133446
HND,Ex:TSE | Src:Google,2025-02-27,5.690,5.910,5.500,5.910,3784467
HND,Ex:TSE | Src:Google,2025-02-28,6.010,6.200,5.940,6.200,3712858
HND,Ex:TSE | Src:Google,2025-03-03,5.970,6.040,5.120,5.220,5411745
HND,Ex:TSE | Src:Google,2025-03-04,4.650,4.780,4.170,4.660,7750152
HND,Ex:TSE | Src:Google,2025-03-05,4.840,4.840,4.410,4.470,3987361
HND,Ex:TSE | Src:Google,2025-03-06,4.600,4.850,4.600,4.790,4238907
HND,Ex:TSE | Src:Google,2025-03-07,5.000,5.050,4.490,4.600,4857123
HND,Ex:TSE | Src:Google,2025-03-10,4.320,4.440,4.170,4.370,4768994
HND,Ex:TSE | Src:Google,2025-03-11,4.280,4.570,4.270,4.540,4002493
HND,Ex:TSE | Src:Google,2025-03-12,4.900,5.170,4.850,5.160,5352719
HND,Ex:TSE | Src:Google,2025-03-13,5.360,5.400,4.830,5.200,5196050
HND,Ex:TSE | Src:Google,2025-03-14,5.330,5.390,4.980,5.040,4511421
HND,Ex:TSE | Src:Google,2025-03-17,5.220,5.370,5.080,5.320,3661105
HND,Ex:TSE | Src:Google,2025-03-18,5.100,5.250,5.020,5.250,4144609
HND,Ex:TSE | Src:Google,2025-03-19,4.940,5.030,4.680,4.770,6305354
HND,Ex:TSE | Src:Google,2025-03-20,4.940,5.300,4.900,5.250,5672737
HND,Ex:TSE | Src:Google,2025-03-21,5.250,5.430,5.160,5.400,2852596
HND,Ex:TSE | Src:Google,2025-03-24,5.280,5.530,5.240,5.510,3468116
HND,Ex:TSE | Src:Google,2025-03-25,5.430,5.850,5.430,5.690,3654206
HND,Ex:TSE | Src:Google,2025-03-26,5.650,5.790,5.500,5.790,3840688
HND,Ex:TSE | Src:Google,2025-03-27,5.790,5.930,5.490,5.620,5753963
HND,Ex:TSE | Src:Google,2025-03-28,5.600,5.770,5.120,5.130,5088446
HND,Ex:TSE | Src:Google,2025-03-31,4.770,5.200,4.770,5.000,3373006
HND,Ex:TSE | Src:Google,2025-04-01,5.220,5.480,5.180,5.430,3550949
HND,Ex:TSE | Src:Google,2025-04-02,5.240,5.300,5.080,5.240,3275184
HND,Ex:TSE | Src:Google,2025-04-03,4.880,5.070,4.800,4.980,3916695
HND,Ex:TSE | Src:Google,2025-04-04,5.560,5.750,5.380,5.700,8084332
HND,Ex:TSE | Src:Google,2025-04-07,5.680,6.390,5.430,6.260,5663070
HND,Ex:TSE | Src:Google,2025-04-08,5.910,6.860,5.780,6.730,6373313
HND,Ex:TSE | Src:Google,2025-04-09,6.720,7.170,5.420,5.600,7586217
HND,Ex:TSE | Src:Google,2025-04-10,5.860,6.400,5.730,6.260,5355128
HND,Ex:TSE | Src:Google,2025-04-11,6.540,6.550,6.060,6.130,4553986
HND,Ex:TSE | Src:Google,2025-04-14,5.940,6.900,5.930,6.790,4024878
HND,Ex:TSE | Src:Google,2025-04-15,7.100,7.180,6.750,6.870,3901285
HND,Ex:TSE | Src:Google,2025-04-16,7.100,7.260,6.880,7.100,4133722
HND,Ex:TSE | Src:Google,2025-04-17,7.130,7.130,6.710,7.110,4359599
HND,Ex:TSE | Src:Google,2025-04-21,7.440,8.120,7.410,7.920,4973684
HND,Ex:TSE | Src:Google,2025-04-22,7.930,8.450,7.910,8.150,3039830
HND,Ex:TSE | Src:Google,2025-04-23,8.100,8.300,7.840,8.190,3034570
HND,Ex:TSE | Src:Google,2025-04-24,8.580,8.880,8.400,8.440,4120942
HND,Ex:TSE | Src:Google,2025-04-25,8.650,8.670,8.030,8.200,3293552
HND,Ex:TSE | Src:Google,2025-04-28,7.990,8.020,7.010,7.210,4597897
HND,Ex:TSE | Src:Google,2025-04-29,7.000,7.220,6.830,7.000,2968315
HND,Ex:TSE | Src:Google,2025-04-30,7.210,7.440,7.000,7.100,3684123
HND,Ex:TSE | Src:Google,2025-05-01,6.910,7.090,6.250,6.590,3794472
HND,Ex:TSE | Src:Google,2025-05-02,6.180,6.330,5.810,5.850,4734006
HND,Ex:TSE | Src:Google,2025-05-05,5.890,6.260,5.770,6.070,3211794
HND,Ex:TSE | Src:Google,2025-05-06,6.040,6.640,5.870,6.490,3967013
HND,Ex:TSE | Src:Google,2025-05-07,6.020,6.160,5.850,5.930,4320904
HND,Ex:TSE | Src:Google,2025-05-08,5.930,6.220,5.820,5.980,3917524
HND,Ex:TSE | Src:Google,2025-05-09,5.630,5.640,5.420,5.480,5445085
HND,Ex:TSE | Src:Google,2025-05-12,5.710,5.860,5.700,5.760,3479505
HND,Ex:TSE | Src:Google,2025-05-13,5.680,6.000,5.670,5.850,3394021
HND,Ex:TSE | Src:Google,2025-05-14,6.170,6.320,6.060,6.300,3856666
HND,Ex:TSE | Src:Google,2025-05-15,6.300,6.640,6.210,6.630,4157806
HND,Ex:TSE | Src:Google,2025-05-16,6.510,6.750,6.330,6.720,3106515
HND,Ex:TSE | Src:Google,2025-05-20,7.020,7.030,6.320,6.480,3720458
HND,Ex:TSE | Src:Google,2025-05-21,6.430,6.610,6.350,6.530,3295185
HND,Ex:TSE | Src:Google,2025-05-22,6.750,6.950,6.620,6.750,3615632
HND,Ex:TSE | Src:Google,2025-05-23,6.690,6.750,6.500,6.590,4048895
HND,Ex:TSE | Src:Google,2025-05-26,6.750,6.790,6.630,6.690,1340665
HND,Ex:TSE | Src:Google,2025-05-27,6.740,6.750,6.350,6.410,3626246
HND,Ex:TSE | Src:Google,2025-05-28,6.590,7.130,6.580,7.110,5169326
HND,Ex:TSE | Src:Google,2025-05-29,7.110,7.570,7.080,7.240,2954072
HND,Ex:TSE | Src:Google,2025-05-30,7.210,7.570,7.190,7.480,2850765
HND,Ex:TSE | Src:Google,2025-06-02,6.550,6.570,6.360,6.410,6295416
HND,Ex:TSE | Src:Google,2025-06-03,6.620,6.640,6.230,6.330,5876750
HND,Ex:TSE | Src:Google,2025-06-04,6.510,6.540,6.310,6.380,4111864
HND,Ex:TSE | Src:Google,2025-06-05,6.290,6.700,6.250,6.520,7656880
HND,Ex:TSE | Src:Google,2025-06-06,6.420,6.510,6.030,6.150,5510444
HND,Ex:TSE | Src:Google,2025-06-09,6.660,6.780,6.430,6.570,6614002
HND,Ex:TSE | Src:Google,2025-06-10,6.690,7.000,6.690,6.930,2892793
HND,Ex:TSE | Src:Google,2025-06-11,6.740,7.180,6.670,6.990,3369706
HND,Ex:TSE | Src:Google,2025-06-12,6.660,7.130,6.640,6.910,4675482
HND,Ex:TSE | Src:Google,2025-06-13,6.930,6.950,6.630,6.660,3258617
HND,Ex:TSE | Src:Google,2025-06-16,6.330,6.530,6.100,6.160,4828219
HND,Ex:TSE | Src:Google,2025-06-17,5.890,5.990,5.730,5.740,3744104
HND,Ex:TSE | Src:Google,2025-06-18,5.490,5.560,5.380,5.410,3905664
HND,Ex:TSE | Src:Google,2025-06-19,5.340,5.360,5.120,5.180,3132598
HND,Ex:TSE | Src:Google,2025-06-20,5.400,5.840,5.400,5.640,4898995
HND,Ex:TSE | Src:Google,2025-06-23,6.020,6.220,5.970,6.190,3805036
HND,Ex:TSE | Src:Google,2025-06-24,6.670,6.670,6.670,6.670,3915144
HND,Ex:TSE | Src:Google,2025-06-25,6.980,6.980,6.980,6.980,2923369
HND,Ex:TSE | Src:Google,2025-06-26,7.100,7.600,7.080,7.090,4198202
HND,Ex:TSE | Src:Google,2025-06-27,6.750,6.780,6.240,6.280,4226918
HND,Ex:TSE | Src:Google,2025-06-30,6.930,7.320,6.900,7.250,4250044
HND,Ex:TSE | Src:Google,2025-07-02,7.170,7.210,6.960,7.120,3292824
HND,Ex:TSE | Src:Google,2025-07-03,6.970,7.460,6.750,7.420,3594645
HND,Ex:TSE | Src:Google,2025-07-04,7.410,7.580,7.410,7.470,875078
HND,Ex:TSE | Src:Google,2025-07-07,7.560,7.640,7.130,7.390,2964783
HND,Ex:TSE | Src:Google,2025-07-08,7.620,7.760,7.470,7.650,2519166
HND,Ex:TSE | Src:Google,2025-07-09,8.230,8.550,8.210,8.310,3455196
HND,Ex:TSE | Src:Google,2025-07-10,7.930,8.020,7.540,7.690,3760816
HND,Ex:TSE | Src:Google,2025-07-11,7.470,7.820,7.310,7.550,3014828
HND,Ex:TSE | Src:Google,2025-07-14,7.190,7.260,6.960,7.100,4192604
HND,Ex:TSE | Src:Google,2025-07-15,7.080,7.230,6.760,6.860,4205629
HND,Ex:TSE | Src:Google,2025-07-16,6.630,6.920,6.540,6.660,3751594
HND,Ex:TSE | Src:Google,2025-07-17,6.540,6.810,6.500,6.740,3049254
HND,Ex:TSE | Src:Google,2025-07-18,6.550,6.910,6.490,6.620,4407084
HND,Ex:TSE | Src:Google,2025-07-21,7.310,7.680,7.280,7.620,4845009
HND,Ex:TSE | Src:Google,2025-07-22,7.890,7.980,7.780,7.830,2163347
HND,Ex:TSE | Src:Google,2025-07-23,8.340,8.700,8.300,8.640,2817787
HND,Ex:TSE | Src:Google,2025-07-24,8.270,8.650,8.160,8.460,1748499
HND,Ex:TSE | Src:Google,2025-07-25,8.420,8.550,8.220,8.500,1675404
HND,Ex:TSE | Src:Google,2025-07-28,8.470,8.950,8.390,8.680,1683277
HND,Ex:TSE | Src:Google,2025-07-29,8.480,8.630,8.220,8.370,1952524
HND,Ex:TSE | Src:Google,2025-07-30,9.060,9.170,8.910,9.060,2707565
HND,Ex:TSE | Src:Google,2025-07-31,9.270,9.430,8.610,8.730,3465892
HND,Ex:TSE | Src:Google,2025-08-01,8.760,8.940,8.570,8.690,2015196
HND,Ex:TSE | Src:Google,2025-08-05,9.350,9.440,9.020,9.250,2758435
HND,Ex:TSE | Src:Google,2025-08-06,8.960,9.090,8.700,8.760,3167207
HND,Ex:TSE | Src:Google,2025-08-07,8.850,9.000,8.390,8.780,2435889
HND,Ex:TSE | Src:Google,2025-08-08,8.980,9.430,8.900,9.230,1666519
HND,Ex:TSE | Src:Google,2025-08-11,9.320,9.640,9.270,9.410,1150046
HND,Ex:TSE | Src:Google,2025-08-12,9.980,10.580,9.920,10.540,1771713
HND,Ex:TSE | Src:Google,2025-08-13,10.260,10.470,10.080,10.280,988918
HND,Ex:TSE | Src:Google,2025-08-14,10.380,10.580,10.080,10.110,1721372
HND,Ex:TSE | Src:Google,2025-08-15,9.600,9.700,9.340,9.600,2140728
HND,Ex:TSE | Src:Google,2025-08-18,9.980,10.030,9.590,9.780,2501797
HND,Ex:TSE | Src:Google,2025-08-19,10.460,10.860,10.460,10.640,2041840
HND,Ex:TSE | Src:Google,2025-08-20,10.660,10.930,10.630,10.690,1233879
HND,Ex:TSE | Src:Google,2025-08-21,10.510,10.590,10.130,10.220,2001799
HND,Ex:TSE | Src:Google,2025-08-22,10.570,11.130,10.540,11.030,1655332
HND,Ex:TSE | Src:Google,2025-08-25,11.270,11.340,10.860,10.970,1178394
HND,Ex:TSE | Src:Google,2025-08-26,11.050,11.390,10.900,10.920,2035414
HND,Ex:TSE | Src:Google,2025-08-27,10.320,10.680,10.150,10.480,2599392
HND,Ex:TSE | Src:Google,2025-08-28,10.400,10.580,9.560,9.850,3210565
HND,Ex:TSE | Src:Google,2025-08-29,9.730,10.080,9.420,9.450,2528411
HND,Ex:TSE | Src:Google,2025-09-02,10.010,10.220,9.480,9.520,2616360
HND,Ex:TSE | Src:Google,2025-09-03,8.990,9.320,8.900,9.100,1815619
HND,Ex:TSE | Src:Google,2025-09-04,8.950,9.400,8.770,9.050,2925844
HND,Ex:TSE | Src:Google,2025-09-05,8.890,9.340,8.850,9.290,2029673
HND,Ex:TSE | Src:Google,2025-09-08,8.660,9.090,8.610,9.010,1840258
HND,Ex:TSE | Src:Google,2025-09-09,8.910,9.290,8.820,8.940,2342474
HND,Ex:TSE | Src:Google,2025-09-10,9.230,9.350,9.120,9.290,1782242
HND,Ex:TSE | Src:Google,2025-09-11,9.400,9.840,9.250,9.820,1758204
HND,Ex:TSE | Src:Google,2025-09-12,9.580,9.890,9.510,9.860,1349817
HND,Ex:TSE | Src:Google,2025-09-15,9.760,9.760,9.230,9.290,2503126
HND,Ex:TSE | Src:Google,2025-09-16,9.150,9.220,8.830,8.880,1889905
HND,Ex:TSE | Src:Google,2025-09-17,8.700,9.040,8.610,9.030,1479929
HND,Ex:TSE | Src:Google,2025-09-18,9.130,9.630,9.120,9.610,2335835
HND,Ex:TSE | Src:Google,2025-09-19,9.850,9.890,9.620,9.760,1288014
HND,Ex:TSE | Src:Google,2025-09-22,9.900,10.420,9.860,10.410,1420971
HND,Ex:TSE | Src:Google,2025-09-23,10.510,10.560,10.060,10.070,1164745
HND,Ex:TSE | Src:Google,2025-09-24,10.230,10.260,9.820,10.080,992273
HND,Ex:TSE | Src:Google,2025-09-25,9.520,9.970,9.350,9.700,2624465
HND,Ex:TSE | Src:Google,2025-09-26,10.000,10.190,9.640,9.870,1599168
