Symbol,Settings,Date,Open,High,Low,Close,Volume
HNU,Ex:TSE | Src:Google,2024-09-27,3.110,3.330,3.090,3.310,8671625
HNU,Ex:TSE | Src:Google,2024-09-30,3.260,3.390,3.240,3.300,4245530
HNU,Ex:TSE | Src:Google,2024-10-01,3.250,3.360,3.170,3.300,5373328
HNU,Ex:TSE | Src:Google,2024-10-02,3.400,3.460,3.210,3.310,7468255
HNU,Ex:TSE | Src:Google,2024-10-03,3.400,3.470,3.340,3.440,6226108
HNU,Ex:TSE | Src:Google,2024-10-04,3.290,3.320,3.120,3.140,7961568
HNU,Ex:TSE | Src:Google,2024-10-07,3.040,3.040,2.870,2.910,5892236
HNU,Ex:TSE | Src:Google,2024-10-08,2.930,2.970,2.860,2.880,2940835
HNU,Ex:TSE | Src:Google,2024-10-09,2.830,2.870,2.700,2.730,6731156
HNU,Ex:TSE | Src:Google,2024-10-10,2.680,2.780,2.640,2.750,4917397
HNU,Ex:TSE | Src:Google,2024-10-11,2.720,2.730,2.600,2.650,5301926
HNU,Ex:TSE | Src:Google,2024-10-15,2.500,2.560,2.450,2.450,5924938
HNU,Ex:TSE | Src:Google,2024-10-16,2.410,2.410,2.270,2.310,6400158
HNU,Ex:TSE | Src:Google,2024-10-17,2.330,2.370,2.250,2.270,6186013
HNU,Ex:TSE | Src:Google,2024-10-18,2.200,2.210,2.160,2.180,3828741
HNU,Ex:TSE | Src:Google,2024-10-21,2.210,2.270,2.210,2.270,3539515
HNU,Ex:TSE | Src:Google,2024-10-22,2.270,2.410,2.270,2.350,7761518
HNU,Ex:TSE | Src:Google,2024-10-23,2.340,2.510,2.310,2.460,8109120
HNU,Ex:TSE | Src:Google,2024-10-24,2.490,2.650,2.380,2.640,7959462
HNU,Ex:TSE | Src:Google,2024-10-25,2.560,2.710,2.530,2.670,6108567
HNU,Ex:TSE | Src:Google,2024-10-28,2.310,2.340,2.190,2.260,18485005
HNU,Ex:TSE | Src:Google,2024-10-29,2.310,2.340,2.240,2.300,5464716
HNU,Ex:TSE | Src:Google,2024-10-30,2.200,2.300,2.170,2.230,5596045
HNU,Ex:TSE | Src:Google,2024-10-31,2.160,2.170,2.020,2.050,13840335
HNU,Ex:TSE | Src:Google,2024-11-01,2.040,2.070,1.940,1.980,7548148
HNU,Ex:TSE | Src:Google,2024-11-04,2.000,2.180,1.990,2.160,7779290
HNU,Ex:TSE | Src:Google,2024-11-05,2.180,2.190,1.960,1.990,7558177
HNU,Ex:TSE | Src:Google,2024-11-06,2.060,2.170,2.040,2.090,6448175
HNU,Ex:TSE | Src:Google,2024-11-07,2.000,2.050,1.970,2.020,7612286
HNU,Ex:TSE | Src:Google,2024-11-08,2.060,2.100,1.950,1.980,7532097
HNU,Ex:TSE | Src:Google,2024-11-11,2.280,2.340,2.250,2.300,11521704
HNU,Ex:TSE | Src:Google,2024-11-12,2.280,2.410,2.220,2.300,11316830
HNU,Ex:TSE | Src:Google,2024-11-13,2.220,2.440,2.220,2.440,7663875
HNU,Ex:TSE | Src:Google,2024-11-14,2.350,2.380,2.140,2.150,16022401
HNU,Ex:TSE | Src:Google,2024-11-15,2.130,2.240,2.130,2.220,6940605
HNU,Ex:TSE | Src:Google,2024-11-18,2.250,2.370,2.250,2.360,5996897
HNU,Ex:TSE | Src:Google,2024-11-19,2.360,2.500,2.330,2.390,7617764
HNU,Ex:TSE | Src:Google,2024-11-20,2.540,2.720,2.520,2.700,11732998
HNU,Ex:TSE | Src:Google,2024-11-21,2.910,2.980,2.720,2.840,14374275
HNU,Ex:TSE | Src:Google,2024-11-22,2.530,2.570,2.440,2.530,13741355
HNU,Ex:TSE | Src:Google,2024-11-25,2.750,2.920,2.670,2.700,12834205
HNU,Ex:TSE | Src:Google,2024-11-26,2.760,2.860,2.650,2.800,15096577
HNU,Ex:TSE | Src:Google,2024-11-27,2.430,2.460,2.330,2.340,14493708
HNU,Ex:TSE | Src:Google,2024-11-28,28.630,30.080,28.500,29.400,668428
HNU,Ex:TSE | Src:Google,2024-11-29,30.070,31.350,29.690,30.910,922409
HNU,Ex:TSE | Src:Google,2024-12-02,28.460,29.410,27.590,28.030,1407225
HNU,Ex:TSE | Src:Google,2024-12-03,26.940,26.940,25.020,25.300,1150300
HNU,Ex:TSE | Src:Google,2024-12-04,25.100,25.850,24.160,25.550,1034165
HNU,Ex:TSE | Src:Google,2024-12-05,26.100,27.020,25.300,25.730,1242172
HNU,Ex:TSE | Src:Google,2024-12-06,25.320,26.130,25.100,25.880,593829
HNU,Ex:TSE | Src:Google,2024-12-09,27.220,27.860,26.600,27.190,910993
HNU,Ex:TSE | Src:Google,2024-12-10,25.720,27.300,25.380,27.270,1014903
HNU,Ex:TSE | Src:Google,2024-12-11,28.690,30.330,28.680,29.600,1109160
HNU,Ex:TSE | Src:Google,2024-12-12,29.740,32.300,29.000,31.110,1097583
HNU,Ex:TSE | Src:Google,2024-12-13,29.670,29.880,28.600,28.900,1036468
HNU,Ex:TSE | Src:Google,2024-12-16,27.500,28.100,27.220,27.610,651812
HNU,Ex:TSE | Src:Google,2024-12-17,26.350,29.320,25.530,29.230,1408730
HNU,Ex:TSE | Src:Google,2024-12-18,29.430,30.200,28.690,29.530,1035390
HNU,Ex:TSE | Src:Google,2024-12-19,30.800,33.160,30.560,33.080,1782761
HNU,Ex:TSE | Src:Google,2024-12-20,32.640,35.680,31.900,35.010,909484
HNU,Ex:TSE | Src:Google,2024-12-23,34.170,34.410,32.250,33.960,535008
HNU,Ex:TSE | Src:Google,2024-12-24,35.490,36.440,35.380,36.200,430341
HNU,Ex:TSE | Src:Google,2024-12-27,34.410,34.980,32.250,34.420,1220113
HNU,Ex:TSE | Src:Google,2024-12-30,46.520,50.280,42.710,44.100,1394947
HNU,Ex:TSE | Src:Google,2024-12-31,39.720,41.370,36.900,38.040,872263
HNU,Ex:TSE | Src:Google,2025-01-02,39.930,41.600,38.150,38.830,989603
HNU,Ex:TSE | Src:Google,2025-01-03,35.060,35.370,31.750,32.300,1695205
HNU,Ex:TSE | Src:Google,2025-01-06,37.340,39.230,35.950,38.830,1445861
HNU,Ex:TSE | Src:Google,2025-01-07,36.450,36.830,33.250,33.580,1234564
HNU,Ex:TSE | Src:Google,2025-01-08,35.730,38.000,34.890,37.900,1098380
HNU,Ex:TSE | Src:Google,2025-01-09,38.880,41.200,38.550,39.040,649125
HNU,Ex:TSE | Src:Google,2025-01-10,42.410,43.160,41.440,42.900,2183457
HNU,Ex:TSE | Src:Google,2025-01-13,43.700,45.100,42.140,43.760,525704
HNU,Ex:TSE | Src:Google,2025-01-14,41.260,44.790,41.200,44.000,384870
HNU,Ex:TSE | Src:Google,2025-01-15,45.400,48.260,44.600,47.910,482060
HNU,Ex:TSE | Src:Google,2025-01-16,47.490,53.030,45.750,52.250,634180
HNU,Ex:TSE | Src:Google,2025-01-17,45.920,47.660,44.000,44.550,792620
HNU,Ex:TSE | Src:Google,2025-01-20,42.980,44.150,42.500,43.680,289138
HNU,Ex:TSE | Src:Google,2025-01-21,43.040,43.500,41.020,41.680,486559
HNU,Ex:TSE | Src:Google,2025-01-22,42.280,45.750,41.990,45.480,678056
HNU,Ex:TSE | Src:Google,2025-01-23,46.450,47.200,42.750,44.070,689155
HNU,Ex:TSE | Src:Google,2025-01-24,42.180,44.320,41.090,43.300,516316
HNU,Ex:TSE | Src:Google,2025-01-27,39.080,39.170,36.850,38.700,913607
HNU,Ex:TSE | Src:Google,2025-01-28,36.150,37.370,34.770,34.820,961392
HNU,Ex:TSE | Src:Google,2025-01-29,36.450,37.250,35.080,36.840,889734
HNU,Ex:TSE | Src:Google,2025-01-30,35.690,36.560,33.650,34.070,1534542
HNU,Ex:TSE | Src:Google,2025-01-31,33.300,34.640,32.950,34.220,693407
HNU,Ex:TSE | Src:Google,2025-02-03,37.740,41.880,37.600,40.440,741501
HNU,Ex:TSE | Src:Google,2025-02-04,36.380,39.780,36.370,37.810,430899
HNU,Ex:TSE | Src:Google,2025-02-05,37.240,41.180,37.240,41.100,491004
HNU,Ex:TSE | Src:Google,2025-02-06,39.680,42.600,39.450,41.490,389608
HNU,Ex:TSE | Src:Google,2025-02-07,41.040,41.840,39.350,39.570,359072
HNU,Ex:TSE | Src:Google,2025-02-10,41.210,43.730,40.700,43.000,383560
HNU,Ex:TSE | Src:Google,2025-02-11,45.180,45.980,44.350,44.600,455914
HNU,Ex:TSE | Src:Google,2025-02-12,45.440,46.250,44.010,45.640,279634
HNU,Ex:TSE | Src:Google,2025-02-13,48.770,50.670,46.500,47.070,404687
HNU,Ex:TSE | Src:Google,2025-02-14,49.170,51.030,48.980,49.440,357267
HNU,Ex:TSE | Src:Google,2025-02-18,49.280,56.560,48.700,55.820,475735
HNU,Ex:TSE | Src:Google,2025-02-19,59.960,65.480,59.830,64.890,372413
HNU,Ex:TSE | Src:Google,2025-02-20,59.740,60.250,56.960,59.860,360449
HNU,Ex:TSE | Src:Google,2025-02-21,63.440,65.900,60.350,61.660,352849
HNU,Ex:TSE | Src:Google,2025-02-24,56.080,57.350,54.910,56.990,193600
HNU,Ex:TSE | Src:Google,2025-02-25,57.500,60.760,56.650,59.760,149184
HNU,Ex:TSE | Src:Google,2025-02-26,57.640,57.750,55.200,56.430,302875
HNU,Ex:TSE | Src:Google,2025-02-27,56.900,58.500,54.770,54.770,268864
HNU,Ex:TSE | Src:Google,2025-02-28,53.540,54.350,52.000,52.000,168667
HNU,Ex:TSE | Src:Google,2025-03-03,53.780,61.100,53.410,60.260,270762
HNU,Ex:TSE | Src:Google,2025-03-04,66.980,72.220,65.220,66.700,353572
HNU,Ex:TSE | Src:Google,2025-03-05,64.420,70.360,64.260,69.480,166524
HNU,Ex:TSE | Src:Google,2025-03-06,67.300,67.300,63.280,64.580,201881
HNU,Ex:TSE | Src:Google,2025-03-07,61.290,68.460,60.970,66.860,240552
HNU,Ex:TSE | Src:Google,2025-03-10,70.760,73.220,69.440,70.490,174277
HNU,Ex:TSE | Src:Google,2025-03-11,71.890,72.000,67.150,67.560,233862
HNU,Ex:TSE | Src:Google,2025-03-12,62.100,62.780,57.800,57.960,294298
HNU,Ex:TSE | Src:Google,2025-03-13,55.600,61.540,55.290,57.340,218671
HNU,Ex:TSE | Src:Google,2025-03-14,55.800,60.000,55.270,59.130,183476
HNU,Ex:TSE | Src:Google,2025-03-17,57.060,58.790,55.600,56.140,205089
HNU,Ex:TSE | Src:Google,2025-03-18,58.220,59.320,56.870,56.940,140983
HNU,Ex:TSE | Src:Google,2025-03-19,60.300,63.000,59.350,61.910,185694
HNU,Ex:TSE | Src:Google,2025-03-20,59.400,60.090,54.900,55.250,391791
HNU,Ex:TSE | Src:Google,2025-03-21,55.460,56.270,53.400,53.620,196914
HNU,Ex:TSE | Src:Google,2025-03-24,54.700,55.430,52.290,52.580,183805
HNU,Ex:TSE | Src:Google,2025-03-25,53.160,53.280,49.260,50.850,301825
HNU,Ex:TSE | Src:Google,2025-03-26,51.290,52.600,49.920,49.920,279767
HNU,Ex:TSE | Src:Google,2025-03-27,50.020,52.600,48.850,51.370,216657
HNU,Ex:TSE | Src:Google,2025-03-28,51.670,56.030,49.890,55.930,243058
HNU,Ex:TSE | Src:Google,2025-03-31,59.820,59.880,55.340,57.380,320060
HNU,Ex:TSE | Src:Google,2025-04-01,54.880,55.300,51.960,52.520,225002
HNU,Ex:TSE | Src:Google,2025-04-02,54.480,55.950,53.740,54.320,184556
HNU,Ex:TSE | Src:Google,2025-04-03,58.140,59.040,55.980,56.820,150315
HNU,Ex:TSE | Src:Google,2025-04-04,50.000,52.320,48.290,48.720,353844
HNU,Ex:TSE | Src:Google,2025-04-07,48.910,51.050,42.990,43.900,526491
HNU,Ex:TSE | Src:Google,2025-04-08,46.480,47.250,39.650,40.380,647516
HNU,Ex:TSE | Src:Google,2025-04-09,40.240,48.000,37.800,46.490,588606
HNU,Ex:TSE | Src:Google,2025-04-10,44.220,45.300,39.400,40.760,540172
HNU,Ex:TSE | Src:Google,2025-04-11,38.920,42.050,38.900,41.620,410792
HNU,Ex:TSE | Src:Google,2025-04-14,42.710,43.000,36.670,37.250,510351
HNU,Ex:TSE | Src:Google,2025-04-15,35.630,37.480,35.120,36.820,469503
HNU,Ex:TSE | Src:Google,2025-04-16,35.380,36.660,34.620,35.570,508557
HNU,Ex:TSE | Src:Google,2025-04-17,35.450,37.540,35.380,35.500,484283
HNU,Ex:TSE | Src:Google,2025-04-21,33.800,33.950,30.400,31.210,724313
HNU,Ex:TSE | Src:Google,2025-04-22,31.120,31.200,29.240,30.350,491746
HNU,Ex:TSE | Src:Google,2025-04-23,30.480,31.500,29.800,30.170,623604
HNU,Ex:TSE | Src:Google,2025-04-24,28.570,29.360,27.570,29.270,817303
HNU,Ex:TSE | Src:Google,2025-04-25,28.510,30.580,28.430,30.000,467255
HNU,Ex:TSE | Src:Google,2025-04-28,30.700,34.290,30.700,33.420,584325
HNU,Ex:TSE | Src:Google,2025-04-29,34.490,35.160,33.330,34.430,279287
HNU,Ex:TSE | Src:Google,2025-04-30,33.350,34.400,32.190,33.950,327230
HNU,Ex:TSE | Src:Google,2025-05-01,34.790,37.800,33.900,36.220,433841
HNU,Ex:TSE | Src:Google,2025-05-02,38.300,40.690,37.600,40.410,277395
HNU,Ex:TSE | Src:Google,2025-05-05,39.990,41.000,37.650,38.850,223956
HNU,Ex:TSE | Src:Google,2025-05-06,38.980,40.100,35.380,36.290,343807
HNU,Ex:TSE | Src:Google,2025-05-07,38.920,39.790,38.200,39.380,260605
HNU,Ex:TSE | Src:Google,2025-05-08,39.490,40.160,37.500,39.070,358106
HNU,Ex:TSE | Src:Google,2025-05-09,41.290,42.670,41.200,42.230,302141
HNU,Ex:TSE | Src:Google,2025-05-12,40.290,40.500,39.350,40.080,325756
HNU,Ex:TSE | Src:Google,2025-05-13,40.650,40.660,38.350,39.350,335761
HNU,Ex:TSE | Src:Google,2025-05-14,37.150,37.950,36.250,36.320,551813
HNU,Ex:TSE | Src:Google,2025-05-15,36.390,36.820,34.350,34.410,634673
HNU,Ex:TSE | Src:Google,2025-05-16,35.130,35.970,33.770,33.930,431906
HNU,Ex:TSE | Src:Google,2025-05-20,32.390,36.050,32.300,35.140,424795
HNU,Ex:TSE | Src:Google,2025-05-21,35.350,35.860,34.400,34.810,363188
HNU,Ex:TSE | Src:Google,2025-05-22,33.640,34.370,32.600,33.620,569348
HNU,Ex:TSE | Src:Google,2025-05-23,33.800,34.850,33.580,34.390,463822
HNU,Ex:TSE | Src:Google,2025-05-26,33.460,34.100,33.300,33.700,114438
HNU,Ex:TSE | Src:Google,2025-05-27,33.620,35.620,33.500,35.340,305010
HNU,Ex:TSE | Src:Google,2025-05-28,34.320,34.320,31.420,31.500,999152
HNU,Ex:TSE | Src:Google,2025-05-29,31.500,31.650,29.450,30.900,703285
HNU,Ex:TSE | Src:Google,2025-05-30,31.040,31.050,29.490,29.780,450706
HNU,Ex:TSE | Src:Google,2025-06-02,33.650,34.250,33.420,34.190,938266
HNU,Ex:TSE | Src:Google,2025-06-03,32.940,35.110,32.940,34.540,412491
HNU,Ex:TSE | Src:Google,2025-06-04,33.500,34.650,33.400,34.260,384439
HNU,Ex:TSE | Src:Google,2025-06-05,34.670,34.950,32.500,33.400,794774
HNU,Ex:TSE | Src:Google,2025-06-06,34.000,36.010,33.550,35.370,427591
HNU,Ex:TSE | Src:Google,2025-06-09,32.310,33.740,31.700,32.930,1133537
HNU,Ex:TSE | Src:Google,2025-06-10,32.330,32.330,30.790,31.100,935660
HNU,Ex:TSE | Src:Google,2025-06-11,31.980,32.300,29.980,30.810,1148291
HNU,Ex:TSE | Src:Google,2025-06-12,32.290,32.350,30.210,31.160,1153018
HNU,Ex:TSE | Src:Google,2025-06-13,31.110,32.410,31.060,32.220,1276443
HNU,Ex:TSE | Src:Google,2025-06-16,33.880,34.900,32.840,34.620,415940
HNU,Ex:TSE | Src:Google,2025-06-17,36.110,37.100,35.520,37.070,523743
HNU,Ex:TSE | Src:Google,2025-06-18,38.580,39.270,38.170,39.150,331824
HNU,Ex:TSE | Src:Google,2025-06-19,39.680,41.150,39.500,40.740,282035
HNU,Ex:TSE | Src:Google,2025-06-20,39.050,39.050,36.000,37.230,518624
HNU,Ex:TSE | Src:Google,2025-06-23,34.810,35.200,33.590,33.810,606198
HNU,Ex:TSE | Src:Google,2025-06-24,31.220,31.220,31.220,31.220,679314
HNU,Ex:TSE | Src:Google,2025-06-25,29.740,29.740,29.740,29.740,723234
HNU,Ex:TSE | Src:Google,2025-06-26,29.240,29.250,27.030,29.250,1105100
HNU,Ex:TSE | Src:Google,2025-06-27,30.610,32.700,30.450,32.450,1046283
HNU,Ex:TSE | Src:Google,2025-06-30,28.830,29.320,27.070,27.510,1956898
HNU,Ex:TSE | Src:Google,2025-07-02,27.810,28.600,27.680,28.010,820502
HNU,Ex:TSE | Src:Google,2025-07-03,28.600,29.500,26.640,26.840,1470644
HNU,Ex:TSE | Src:Google,2025-07-04,26.730,26.750,26.240,26.540,626422
HNU,Ex:TSE | Src:Google,2025-07-07,26.270,27.850,26.000,26.910,928494
HNU,Ex:TSE | Src:Google,2025-07-08,26.030,26.600,25.560,25.920,1084837
HNU,Ex:TSE | Src:Google,2025-07-09,23.930,24.050,22.910,23.730,1634242
HNU,Ex:TSE | Src:Google,2025-07-10,24.810,25.970,24.580,25.450,1126164
HNU,Ex:TSE | Src:Google,2025-07-11,26.230,26.790,25.050,25.930,878989
HNU,Ex:TSE | Src:Google,2025-07-14,27.140,27.910,26.870,27.370,1374729
HNU,Ex:TSE | Src:Google,2025-07-15,27.510,28.740,26.840,28.300,1273054
HNU,Ex:TSE | Src:Google,2025-07-16,29.210,29.660,28.050,29.140,1264395
HNU,Ex:TSE | Src:Google,2025-07-17,29.660,29.810,28.490,28.770,732520
HNU,Ex:TSE | Src:Google,2025-07-18,29.590,29.850,28.030,29.310,877213
HNU,Ex:TSE | Src:Google,2025-07-21,26.240,26.310,24.660,25.000,1642026
HNU,Ex:TSE | Src:Google,2025-07-22,24.000,24.470,23.760,24.260,1161481
HNU,Ex:TSE | Src:Google,2025-07-23,22.730,22.780,21.610,21.750,2122417
HNU,Ex:TSE | Src:Google,2025-07-24,22.610,22.920,21.700,22.240,1683324
HNU,Ex:TSE | Src:Google,2025-07-25,22.240,22.840,22.000,22.110,1128777
HNU,Ex:TSE | Src:Google,2025-07-28,22.200,22.410,20.880,21.520,1421037
HNU,Ex:TSE | Src:Google,2025-07-29,21.970,22.640,21.630,22.260,911342
HNU,Ex:TSE | Src:Google,2025-07-30,20.490,20.890,20.250,20.500,1513287
HNU,Ex:TSE | Src:Google,2025-07-31,20.020,21.530,19.680,21.240,1410949
HNU,Ex:TSE | Src:Google,2025-08-01,21.190,21.600,20.700,21.300,593777
HNU,Ex:TSE | Src:Google,2025-08-05,19.750,20.550,19.550,19.980,1293583
HNU,Ex:TSE | Src:Google,2025-08-06,20.670,21.210,20.330,21.050,939464
HNU,Ex:TSE | Src:Google,2025-08-07,20.830,21.960,20.480,20.970,1195403
HNU,Ex:TSE | Src:Google,2025-08-08,20.510,20.730,19.440,19.920,1612242
HNU,Ex:TSE | Src:Google,2025-08-11,19.730,19.800,19.020,19.510,1116787
HNU,Ex:TSE | Src:Google,2025-08-12,18.370,18.490,17.130,17.250,2309200
HNU,Ex:TSE | Src:Google,2025-08-13,17.730,18.040,17.370,17.680,1242739
HNU,Ex:TSE | Src:Google,2025-08-14,17.530,18.050,17.190,17.970,1049088
HNU,Ex:TSE | Src:Google,2025-08-15,18.900,19.370,18.710,18.880,1278562
HNU,Ex:TSE | Src:Google,2025-08-18,18.160,18.900,18.050,18.530,460866
HNU,Ex:TSE | Src:Google,2025-08-19,17.250,17.250,16.500,16.890,2377862
HNU,Ex:TSE | Src:Google,2025-08-20,16.920,16.920,16.440,16.810,1176268
HNU,Ex:TSE | Src:Google,2025-08-21,17.130,17.700,16.980,17.550,1181870
HNU,Ex:TSE | Src:Google,2025-08-22,16.970,16.980,15.990,16.150,2225462
HNU,Ex:TSE | Src:Google,2025-08-25,15.790,16.400,15.690,16.270,769131
HNU,Ex:TSE | Src:Google,2025-08-26,16.120,16.350,15.640,16.310,1345196
HNU,Ex:TSE | Src:Google,2025-08-27,17.130,17.410,16.650,16.900,1480647
HNU,Ex:TSE | Src:Google,2025-08-28,17.020,18.410,16.750,17.960,1437068
HNU,Ex:TSE | Src:Google,2025-08-29,18.170,18.730,17.550,18.700,1150654
HNU,Ex:TSE | Src:Google,2025-09-02,17.570,18.640,17.180,18.540,1039982
HNU,Ex:TSE | Src:Google,2025-09-03,19.580,19.750,18.930,19.370,833195
HNU,Ex:TSE | Src:Google,2025-09-04,19.640,20.050,18.740,19.470,1044331
HNU,Ex:TSE | Src:Google,2025-09-05,19.790,19.850,18.840,18.930,734315
HNU,Ex:TSE | Src:Google,2025-09-08,20.200,20.350,19.350,19.550,849876
HNU,Ex:TSE | Src:Google,2025-09-09,19.780,19.930,18.900,19.680,1176361
HNU,Ex:TSE | Src:Google,2025-09-10,19.000,19.290,18.750,18.870,1047939
HNU,Ex:TSE | Src:Google,2025-09-11,18.700,18.970,17.790,17.830,1769163
HNU,Ex:TSE | Src:Google,2025-09-12,18.270,18.370,17.680,17.710,1087088
HNU,Ex:TSE | Src:Google,2025-09-15,17.930,18.890,17.920,18.770,863339
HNU,Ex:TSE | Src:Google,2025-09-16,19.000,19.670,18.920,19.620,947728
HNU,Ex:TSE | Src:Google,2025-09-17,19.990,20.200,19.240,19.250,778321
HNU,Ex:TSE | Src:Google,2025-09-18,19.010,19.080,17.960,18.010,1575223
HNU,Ex:TSE | Src:Google,2025-09-19,17.540,17.980,17.460,17.720,818482
HNU,Ex:TSE | Src:Google,2025-09-22,17.470,17.510,16.500,16.550,1221669
HNU,Ex:TSE | Src:Google,2025-09-23,16.500,17.090,16.290,17.070,1057627
HNU,Ex:TSE | Src:Google,2025-09-24,16.790,17.510,16.740,17.070,952524
HNU,Ex:TSE | Src:Google,2025-09-25,17.960,18.270,17.210,17.700,1865047
HNU,Ex:TSE | Src:Google,2025-09-26,17.160,17.790,16.800,17.370,1356666
